publisher,num_male,num_female,top_genres
Minstrel,0,2,"Mystery, Young Adult, Childrens"
"Cambria Hebert Books, LLC",2,0,"New Adult, Romance, College"
Calkins Creek,0,2,"Historical Fiction, Young Adult, Historical"
Calypso Editions,2,0,"Classics, Short Stories, Russia"
Caddy Rowland,2,0,
Cage Industries,0,2,"Dark, Erotica, Romance"
CMX,0,2,"Manga, Romance, Shojo"
CSS Publishing Company,2,0,
Schöningh im Westermann,0,2,"Childrens, German Literature, Classics"
Mercier Press,2,0,"Irish Literature, Nonfiction, Ireland"
"Melanie Martins, LLC",0,2,"Erotic Romance, Contemporary Romance, Adult"
Melbourne University Press,2,0,"War, Military Fiction, Nonfiction"
Melinda De Ross,0,2,Romance
Melinda DuChamp,0,2,"Erotica, Fantasy, Adult"
Melville House Publishing,2,0,"Historical Fiction, Germany, War"
Melange Books,0,2,Historical Fiction
Scribner Paperback Fiction,1,1,"Historical Fiction, World War II, Germany"
Savvas Learning Co,2,0,"Philosophy, History"
Editora Arqueiro,0,2,"Fantasy, Romance, Historical Fiction"
Editions du Chat Noir,0,2,"Fantasy, Romance, Urban Fantasy"
Michael Wiese Productions,2,0,"Writing, Film, Nonfiction"
Michael Joseph Ltd,2,0,"Science, Nonfiction, Astronomy"
Metro Books,1,1,"Nonfiction, History, Biography"
Methuen Drama,2,0,"Plays, German Literature, Classics"
MetaPlume,2,0,
Candlemark & Gleam,0,2,"Fantasy, Urban Fantasy, Young Adult"
Scholastic Australia,0,2,"Fantasy, Childrens, Young Adult"
Scholastic Book Clubs,2,0,"Fantasy, Young Adult, Science Fiction"
Schandtaten Verlag,0,2,"German Literature, Romance, New Adult"
Schildts,0,2,"Fantasy, Childrens, Classics"
Scarecrow Press,0,2,Biography
Scarlet Rose Press,0,2,"BDSM, Erotica, Romance"
Scepter Publishers,2,0,"Religion, Christian, Catholic"
C&T Publishing,2,0,"Crafts, Nonfiction, Quilting"
Sellerio,2,0,"Thriller, Noir, Americana"
Semiotext(e),2,0,"Nonfiction, Politics, Essays"
Self Publish,1,1,"Romance, New Adult, Young Adult"
Self-Published,2,0,Fantasy
Secret Cravings Publishing,2,0,"Military Fiction, Romantic Suspense, Romance"
Seagull Books,2,0,"Literature, Short Stories, Travel"
Scrub Jay Journeys,2,0,"Fantasy, Dragons, Christian"
McGraw Hill,1,1,"Nonfiction, Christian, Biography"
McArthur & Company,0,2,"Canada, Historical Fiction, Roman"
McFarland,1,1,"War, Biography, Nonfiction"
Max Cummings,2,0,"Romance, Military Fiction, Erotica"
Matador,2,0,"Contemporary, Thriller, Mystery"
"Seventh Star Press, LLC",2,0,"Horror, Paranormal, Gothic"
CDS Books,2,0,"Fantasy, Science Fiction, Superheroes"
C.H. Beck,2,0,"Literature, German Literature, Romanian Literature"
Medalion Press,2,0,"Horror, Zombies"
Medallion Media Group,0,2,"Young Adult, Fantasy, Paranormal"
Editorial Impedimenta,2,0,"Japan, History, Asia"
Editora Sextante,2,0,"Psychology, Nonfiction, Spirituality"
Editores Mexicanos Unidos,2,0,
"McMe, LLC.",2,0,
McPherson,1,1,"Art, Nonfiction, Film"
McGill-Queen's University Press,1,1,"Spanish Literature, Latin American, Latin American Literature"
Science Future Press,2,0,"Romance, Erotica, Suspense"
Scholastic/Graphix,1,1,"Graphic Novels, Middle Grade, Young Adult"
Schwarzkopf & Schwarzkopf,0,2,
Scholastic Incorporated,1,1,"Christmas, Young Adult, Romance"
Scholastic Services,1,1,"Historical Fiction, Young Adult, Classics"
Scholastic Book Services,1,1,"Classics, Short Stories, Literature"
Scholastic Books,2,0,"Fantasy, Young Adult, Childrens"
Meadowbrook,2,0,"Mystery, Childrens, Fantasy"
Bulfinch Press,1,1,"Poetry, Classics, France"
"Bulldog Publications, Est. 1980",2,0,
Shelbyville,0,2,"Romance, Contemporary Romance, Contemporary"
Sheldon Press,2,0,"Psychology, Nonfiction, Self Help"
"Shelley Bradley, LLC",0,2,"Menage, Erotica, BDSM"
Shay Savage,2,0,"Erotica, Romance, New Adult"
"Shay Savage, LLC",2,0,"Romance, Time Travel, Historical"
Sheaf House,0,2,"Young Adult, Christian Fiction, Christian"
Main Street Press,2,0,
Shueisha,2,0,"Manga, Fantasy, Comics"
Shiloh Run Press,2,0,"Christian Fiction, Suspense, Romance"
Buster Books,1,1,"Fantasy, Young Adult, Middle Grade"
Button Poetry,1,1,"Poetry, Nonfiction, Mental Health"
Burn House Publishing,0,2,"Thriller, Horror, Suspense"
Bukune,1,1,"True Story, Horror, Novels"
Bulfinch,2,0,"Photography, Art and Photography, Art"
Margaret Foxe,0,2,"Steampunk, Romance, Fantasy"
Mari Carr,0,2,"Romance, Erotica, Contemporary"
Maria Johnsen,0,2,Business
Marcher Lord Press,1,1,"Christian, Christian Fiction, Fantasy"
Marenostrum,0,2,"Fantasy, Childrens, Middle Grade"
Maple Hill Publishing Co.,0,2,
Mantle Ministries,2,0,"Biography, Theology"
Mantle Ministries Press,0,2,"Christian Fiction, Christian, Historical Fiction"
Editura Litera,1,1,"Historical Romance, Romance, Historical"
Editorial Verbo,1,1,"Portuguese Literature, Portugal, Classics"
Editorial Sudamericana,2,0,"Historical, Spanish Literature, Historical Fiction"
Editorial Presenca,0,2,Historical Fiction
Mark and Jeff,2,0,
Marlowe & Company,0,2,"Nonfiction, Biography, Philosophy"
Marion Boyars Publishers,2,0,"Plays, France, French Literature"
Marian Wood Books/Putnam,1,1,"Mystery, Crime, Thriller"
MJF Books,1,1,"Classics, Nonfiction, Animals"
Simon Pulse Simon Schuster,0,2,"Young Adult, Fantasy, Romance"
Broadside e-books,2,0,"Politics, Nonfiction, History"
Brilliance Corporation,1,1,"Fantasy, Science Fiction, Dragons"
Britain's Next Bestseller,0,2,"Romance, LGBT, Lesbian"
British Film Institute,1,1,"Film, Fantasy, Media Tie In"
Bridge-Logos,2,0,"Christian, Christian Living, Nonfiction"
Bridger House Publishers Inc,2,0,"Politics, Conspiracy Theories, Nonfiction"
Mahaveer Publishers,2,0,Romance
Magda Alexander,0,2,"Romance, Contemporary Romance, Erotica"
Edições Tinta-da-China,1,1,"Short Stories, Portuguese Literature, Portugal"
Edições Ática,2,0,"Classics, Plays, Poetry"
Edições Avante,2,0,"Portugal, Literature, Novels"
Editura librariei Pavel Suru,0,2,
Macmillan UK,0,2,"Adventure, Childrens, Mystery"
Machine Intelligence Research Institute,2,0,"Philosophy, Nonfiction, Science"
Brothers Chance,2,0,"Romance, Contemporary, Erotica"
Silver Wing Press,0,2,"Fantasy, Young Adult, Romance"
Silveroak,2,0,"Crime, Thriller, Mystery"
Silver Publishing,2,0,"M M Romance, Romance, Contemporary"
Signatuur,1,1,"Fantasy, Young Adult, Witches"
Signet Classic,2,0,"Classics, Literature, Novels"
Siglo XXI,2,0,"Poetry, History, Spanish Literature"
Signature Books,1,1,"Religion, Lds, Mormonism"
Shantel Tessier,0,2,"New Adult, Romance, Erotica"
Shashi Publications,2,0,
Shadow Bay Publishing,2,0,"Short Stories, Paranormal Romance"
Simon & Schuster Audio,2,0,"Thriller, Mystery, Horror"
Simon & Schuster BFYR,1,1,"Young Adult, Fantasy, Romance"
Buenos Aires: Adriana Hidalgo editora,2,0,"Short Stories, Classics, Brazil"
Bruce & Bruce Inc,1,1,
Brookehaven Publishing,0,2,"Vampires, Paranormal, Young Adult"
Boroughs Publishing Group,2,0,"Music, New Adult, Romance"
Sinha Medical Device,2,0,"Historical Fiction, Historical, India"
Siobhan Davis,0,2,"Young Adult, Science Fiction, Fantasy"
Sine Qua Non,2,0,
Singing Dragon,1,1,
Booksurge,2,0,Counter Culture
Bookthrift Co,2,0,"Fantasy, Horror, Thriller"
Books for Kids : The Little Sophia,2,0,
"Siren Publishing, Inc.",0,2,"BDSM, Romance, Erotica"
Breakneck Books,2,0,"Thriller, Action, Adventure"
Breathless Press,0,2,"Paranormal Romance, Paranormal, Romance"
"Braun Haus Media, LLC",2,0,"Mystery, Crime, Supernatural"
Brazen Books,2,0,
Bounty Books,2,0,"Nonfiction, True Crime, Crime"
Bradford Book,1,1,"Philosophy, Science, Psychology"
Bordo Siyah Yayınları,2,0,"Russia, Classics, Russian Literature"
Egmont Press,1,1,"Young Adult, Historical Fiction, Historical"
Egmont UK Limited,2,0,"Childrens, Comics, Graphic Novels"
Effertrux Publishing,2,0,"Mystery Thriller, Drama, Adventure"
Egmont Childrens Books,2,0,"Comics, Graphic Novels, Bande Dessinée"
Lyx,0,2,"New Adult, Romance, Contemporary"
M. Evans and Company,0,2,"Business, Nonfiction, Historical Fiction"
Lyrical Lit. Publishing,0,2,"Paranormal, Fantasy, Urban Fantasy"
Sizzle under Summit Books,2,0,Romance
Bridge Publications (CA),2,0,"Science Fiction, Alternate History, War"
"Simon & Schuster, Inc",2,0,"Nonfiction, Education, Self Help"
"Simon & Schuster, Margaret K. McElderry",0,2,"Fantasy, Young Adult, Paranormal"
Simon & Schuster Paperbacks,2,0,"Classics, Plays, Drama"
Simon & Schuster Simon Pulse,2,0,"Young Adult, Dystopia, Science Fiction"
Simon & Schuster (NYC),2,0,"Horror, Thriller, Mystery"
El Aleph,1,1,"Nonfiction, Biography, History"
Egmont Lyx,0,2,"Romance, Fantasy, Epic Fantasy"
Something Shiny Press,0,2,"Paranormal, Young Adult, Fantasy"
Somoy Prokashon,2,0,"Young Adult, Novels, Childrens"
Soft Skull,2,0,"Historical Fiction, Historical, Essays"
Soho Teen,2,0,"Young Adult, Contemporary, LGBT"
Book Club Associates,2,0,"History, Nonfiction, War"
Bonneville Books,1,1,"Fantasy, Young Adult, Middle Grade"
Bonnier,1,1,"Scandinavian Literature, Classics, Novels"
Bonnier Carlsen,0,2,"Swedish Literature, Fantasy, Young Adult"
Emecé,0,2,"Novels, Latin American Literature, Spanish Literature"
"Sourcebooks, Incorporated",0,2,"Romance, Middle Grade, Realistic Fiction"
Bookhouse Fulfillment,0,2,Historical Fiction
"Booklocker.com, Inc.",1,1,Spirituality
Bookbaby,0,2,"Biography, Nonfiction"
BookRags.com,2,0,"Nonfiction, Philosophy, Occult"
"Book Web Publishing, LTD",0,2,
Sort of Books,0,2,"Short Stories, Finnish Literature, Novels"
Elizabeth St. Michel,0,2,"Historical, Historical Romance, Romance"
Elle Casey,0,2,"Romance, New Adult, Contemporary Romance"
Elle Kennedy Inc.,0,2,"Romance, New Adult, Contemporary"
Lucky & Me Productions,1,1,
Ludwig von Mises Institute,2,0,"Politics, Philosophy, Economics"
Luchterhand,1,1,"German Literature, Novels, Mythology"
Embassy Books,0,2,"Self Help, Inspirational, Indian Literature"
Emece Editores,1,1,"Spanish Literature, Portugal, Short Stories"
Société des écrivains,0,2,
Smithmark Publishers,2,0,"Horror, Thriller, Suspense"
Snow Queen Publishing,0,2,"Romance, Contemporary, Erotica"
Small Beer Press,2,0,"Science Fiction, Fantasy, Speculative Fiction"
Skylark Books,2,0,"Horses, Childrens, Young Adult"
Sky Pony Press,1,1,"Young Adult, Contemporary, LGBT"
Sky Publishing LLC,0,2,"Romance, Fantasy, Urban Fantasy"
Lust for Living Press,1,1,"Horror, Paranormal, Suspense"
Starscape Books,2,0,"Dogs, Animals, Childrens"
Blurb,2,0,
Blue Mountain Arts,1,1,Nonfiction
St. Martins Press,1,1,"Adult, Historical Fiction, Holocaust"
St Martins Pr,2,0,"Historical Fiction, Historical, Thriller"
St. Martin's,0,2,"Romance, Historical Romance, Historical"
Społeczny Instytut Wydawniczy Znak,1,1,"Polish Literature, Poland, Contemporary"
Springboard Press,0,2,"Biography, Nonfiction, Autobiography"
Loose Id LLC,0,2,"BDSM, Erotica, Romance"
Lonely Planet,2,0,"Travel, Nonfiction, Adventure"
Llumina Press,2,0,
Loeb Classical Library,2,0,"Poetry, Classics, History"
Loescher,2,0,"Classics, Italian Literature, School"
Livraria Martins,2,0,Romance
Littlehampton Book Services Ltd,1,1,"Business, Nonfiction, Finance"
Steeple Hill Books,0,2,"Romance, Christian Fiction, Christian"
South Asia Books,2,0,Pakistan
Sourcebooks Mediafusion,0,2,Poetry
Elyse Draper,0,2,"Fantasy, Young Adult, Paranormal"
Love & Logic Press,2,0,"Parenting, Nonfiction, Self Help"
Love Inspired Historical,0,2,"Romance, Christian Fiction, Historical"
Love Lane Books,2,0,"M M Romance, Romance, Contemporary"
Longmeadow Press,2,0,"Graphic Novels, Comics, Batman"
Loose ID,1,1,"Contemporary, Romance, Adult"
Bold Type Books,2,0,"Nonfiction, Politics, History"
Bolinda Publishing,2,0,"War, Australia, Adventure"
Bokheim Publishing,0,2,"Young Adult, Mystery, Paranormal"
Spice,0,2,"Romance, Historical Romance, Historical"
Spice Briefs,0,2,"Romance, Novella, Erotica"
Spectrum Literary Agency,2,0,"Science Fiction, Science Fiction Fantasy, Space Opera"
Sparkle Street Books,2,0,
Sparklesoup.com,2,0,"Young Adult, Fantasy, Fae"
"Storey Publishing, LLC",1,1,"Nonfiction, Reference, Self Help"
Stormy Night Publications,0,2,"Romance, BDSM, Contemporary"
Stephanie Hudson,0,2,"Paranormal, Paranormal Romance, Romance"
Stephen Douglass,2,0,"Thriller, Romance, Crime"
Stealth Press,2,0,"Mystery, Thriller, Crime"
Steamy Trails Publishing,0,2,
Bloomsbury (NYC),2,0,"Graphic Novels, Philosophy, Comics"
Bloomsbury Books for Young Readers,1,1,"Young Adult, Paranormal, Fantasy"
Era,0,2,"Spanish Literature, Latin American Literature, Latin American"
Eralde Publishing,2,0,"Romance, Adult, New Adult"
Bloomsbury USA Children's,0,2,"Fantasy, Young Adult, Romance"
Bloomsbury Childrens Books,1,1,"Fantasy, Young Adult, Romance"
Story Merchant Books,2,0,"Contemporary, Drama, Novels"
Stone Arch Books,0,2,"Graphic Novels, Middle Grade, Comics"
Stone Bridge Press,1,1,"Manga, Nonfiction, Biography"
Stonewall Inn Editions,2,0,"LGBT, Queer, Nonfiction"
Enclave Publishing,0,2,"Dystopia, Fantasy, Young Adult"
Endaxi Press,1,1,"Historical Fiction, Africa, South Africa"
"Little, Brown & Co.",1,1,"Humor, Nonfiction, Memoir"
"Little, Brown BFYR",1,1,"Young Adult, Contemporary, Romance"
Little Simon,0,2,"Childrens, Picture Books, Animals"
Little A,1,1,"Contemporary, Romance, Humor"
Little Brown & Co (Juv),1,1,"Christmas, Picture Books, Childrens"
Little Brown & Co (P),2,0,"Short Stories, Humor, Nonfiction"
Square Enix,2,0,"Manga, Young Adult, Graphic Novels"
Bonnier Pocket,2,0,"Historical Fiction, Classics, Swedish Literature"
"Little, Brown and Company Books for Young Readers",0,2,"Middle Grade, Young Adult, Fantasy"
"Little, Brown and Company and Knopf",2,0,"Thriller, Mystery, Audiobook"
Entangled: Bliss,0,2,"Romance, Contemporary, Contemporary Romance"
Entangled: Crave,0,2,"Fantasy, Young Adult, Time Travel"
Entangled Publishing (Brazen),0,2,"Romance, Contemporary Romance, Contemporary"
Engaging Secrets,0,2,"Contemporary Romance, College, Romance"
TRUE'S RELATE,2,0,
TOKYOPOP,2,0,"Fantasy, Manga, Comics Manga"
Black and White Publishing,0,2,"Romance, Young Adult, Contemporary"
Black Dog & Leventhal,2,0,"Nonfiction, Art, History"
Black Dog Books,0,2,"Young Adult, Fantasy, High Fantasy"
Syracuse University Press,2,0,"Psychology, Mental Health, Psychiatry"
"T C Southwell, via Smashwords",2,0,"High Fantasy, Romance, Young Adult"
T.L. Swan,2,0,"Romance, Contemporary Romance, Contemporary"
Liliya Akhmadeeva and Elena Sinitcyna,0,2,
Lili Saint Germain Publishing,0,2,"Dark, Romance, Abuse"
Libros del Asteroide,2,0,"Spanish Literature, Literary Fiction, Jewish"
Lex Martin,2,0,"New Adult, Romance, College"
Leya,1,1,"Romance, Portuguese Literature, Africa"
Leslie W P Garland,2,0,"Epic, Novels, Contemporary"
Less Than Three Press,1,1,"Fantasy, LGBT, Romance"
TOR Books,2,0,"Horror, Thriller, Fantasy"
Entangled: Select,1,1,"Paranormal, Paranormal Romance, Romance"
Entropy Press,2,0,"Romance, Contemporary, Mystery Thriller"
Entwhistle Books,2,0,Music
Litera Internațional,2,0,"Romanian Literature, Adventure, Childrens"
Lisa Renee Jones,0,2,"Romance, Adult, Erotica"
Lisa Grace Books,0,2,Christian Fiction
Lindisfarne Books,1,1,"Spirituality, Angels"
Linda Hansen,2,0,"Fantasy, Dragons"
Bloodhound Books,2,0,"Crime, Thriller"
Blooming Twig Books,1,1,"Contemporary, Young Adult, Education"
"Blackstone Audio, Inc.",2,0,"Audiobook, Science, Nonfiction"
Bladkompaniet A.S,0,2,"Fantasy, Romance, Historical Fiction"
Blake Publishing,1,1,"Nonfiction, Cats, Animals"
Suasponte Press,2,0,"Young Adult, Romance, Humor"
Epocha,2,0,"Czech Literature, Urban Fantasy, Fantasy"
Epublishing Works!,2,0,"Romance, Contemporary, Christmas"
Black & White Publishing,0,2,"Romance, Young Adult, Contemporary"
Billy Graham Evangelistic Association,1,1,"Christian, Biography, Nonfiction"
Birlinn,2,0,"Historical Fiction, Civil War, War"
Big Finish Productions,2,0,"Short Stories, Horror, Fantasy"
Bilge Kültür Sanat,2,0,"Classics, Short Stories, Russian Literature"
"Tantor Media, Inc.",1,1,"Fantasy, LGBT, Dark Fantasy"
Tanglewood Press,2,0,"Young Adult, Dystopia, Post Apocalyptic"
Talonbooks,2,0,"Plays, School, Classics"
Le temps qu'il fait,2,0,
Leadstart Publishing,2,0,"Thriller, Mythology"
Leadstart Publishing Pvt Ltd,2,0,
Learning Links,2,0,"Fantasy, Young Adult, Historical Fiction"
Lebowski,2,0,"Italian Literature, Italy, Novels"
Lawson Library,2,0,"Mystery, Noir, Crime"
LazyDay Publishing,1,1,
Bjartur,2,0,"Historical Fiction, Scandinavian Literature, Literary Fiction"
Ever After Edition,2,0,"Mystery, Romance, Contemporary Romance"
Eternal Press,0,2,"Paranormal Romance, BDSM, Erotica"
Etopia Press,0,2,"Romance, Urban Fantasy, Vampires"
Euphoric Publishing & Design,2,0,"Witches, Young Adult, Demons"
Europa América,1,1,"Young Adult, Comedy, Novels"
Europa-América,2,0,"Classics, Literature, Childrens"
"Escape Publishing - Harlequin Enterprises, Australia Pty Ltd",0,2,"Fantasy, Romance, Paranormal"
Lee Boudreaux Books,2,0,"Audiobook, Literary Fiction, Adult"
Swallow Press,0,2,"Classics, France, Literature"
Susan Fanetti,0,2,"Romance, Contemporary, Contemporary Romance"
Sutton Publishing,2,0,"True Crime, Nonfiction, History"
Less Than Three Press LLC,1,1,"Fantasy, M M Romance, Romance"
Lethe Press,1,1,"Historical, LGBT, Historical Fiction"
Lerner Publishing Group,1,1,"Young Adult, Mystery, Contemporary"
Lentera Dipantara,2,0,"Historical Fiction, Novels, Indonesian Literature"
Evangeline Anderson Books,0,2,"Romance, Science Fiction, Aliens"
Tellwell Talent,1,1,"Book Club, Young Adult, Drama"
Ten28 Publishing,0,2,"Sports, Romance, New Adult"
Tell-Tale Publishing,0,2,
Tell-Tale Publishing LLC,0,2,"Contemporary Romance, Romance, Suspense"
Berkley Pub Group,1,1,"Mystery, Cozy Mystery, Historical Fiction"
Berkley Medallion,1,1,"Science Fiction, Horror"
The Roycrofters,1,1,"Psychology, Nonfiction, Philosophy"
The Teaching Company,2,0,"Philosophy, Nonfiction, Audiobook"
Larissa Ione,0,2,"Paranormal Romance, Paranormal, Romance"
"Lama Foundation (San Cristobal, NM)",2,0,"Spirituality, Philosophy, Nonfiction"
The Ecco Press,2,0,"Thriller, War, Science Fiction"
The Berkley Publishing Group,1,1,"Fantasy, Magic, High Fantasy"
The Black Library,2,0,"Science Fiction, 40k, Fantasy"
The Book Guild,1,1,
The Alchemy Press,1,1,Fantasy
Terrant Books,2,0,"Romance, Indonesian Literature, Novels"
Everyman,2,0,"Humor, Classics, Comedy"
Everyman’s Library,2,0,"Literature, Classics, Espionage"
Everest,1,1,"Fantasy, High Fantasy, Contemporary"
Laurențiu Badea,2,0,
Laurie Olerich,0,2,"Paranormal Romance, Paranormal, Amazon"
Laurann Dohner,2,0,"Paranormal, Paranormal Romance, Romance"
"Lara Adrian, LLC",0,2,"Historical Romance, Historical, Romance"
Large House Publishing,0,2,
Tammy Blackwell,0,2,"Paranormal, Young Adult, Werewolves"
Talentsmart,2,0,"Psychology, Nonfiction, Self Help"
Talion Publishing,2,0,"Epic, Contemporary, Novels"
Talismán,0,2,"Romance, Paranormal Romance, Paranormal"
TSR,2,0,"Fantasy, Forgotten Realms, Dungeons and Dragons"
TSR Books,2,0,"Science Fiction, Humor, Science Fiction Fantasy"
TSR Inc.,2,0,"Fantasy, Forgotten Realms, Science Fiction Fantasy"
Extasy Books,1,1,"Paranormal, M M Romance, Shapeshifters"
Theresa Marguerite Hewitt,0,2,"Romance, Military Fiction, Contemporary Romance"
Thienemann,2,0,"Fantasy, Classics, Childrens"
Theaker's Paperback Library,2,0,"Contemporary, Epic, Drama"
Thelonious T. Bear Books,1,1,Humor
The Writer's Coffee Shop,1,1,"Mystery, Romance, Angels"
Bert Bakker,1,1,"Dutch Literature, Belgium, Novels"
Beau Coup Publishing llc,0,2,"Vampires, Werewolves, Paranormal"
Beaver's Pond Press,2,0,"Contemporary, Drama, Thriller"
LID Publishing,2,0,
L.J. Veen,1,1,"Dutch Literature, Roman, Literature"
