title,author,nationality,rating,genres,language,gender,description
One Step Too Far,Tina Seskis,United Kingdom,3.53,"['Fiction', 'Mystery', 'Thriller', 'Suspense', 'Contemporary', 'Mystery Thriller', 'Audiobook', 'Drama', 'Psychological Thriller', 'Adult Fiction']",English,w,"Een gelukkig huwelijk. Een gezin. Een fijn huis. Waarom loopt Emily Coleman op een ochtend zonder om te kijken weg van dit alles – om onder een andere naam helemaal opnieuw te beginnen? Emily heet nu Cat en ze werkt in Londen bij een reclamebureau. Ze deelt een huis met een nieuwe vriendin, Angel. Cat heeft elk spoor naar haar oude leven zo goed gewist dat niemand haar weet te vinden. Maar ze kan het verleden – en haar herinneringen – niet volledig begraven. Dan komt het moment dat Cat onder ogen moet zien wat ze heeft gedaan: een schokkende onthulling die haar uiteindelijk over de rand duwt…"
Liberation Day,Andy McNab,United States,3.85,"['Thriller', 'Fiction', 'Action', 'Adventure', 'Military Fiction', 'Espionage', 'Suspense', 'Crime', 'France', 'British Literature']",English,m,"Former SAS commando Andy McNab unleashes a non-stop whirlwind of action and intrigue in his new #1 international bestseller featuring top-secret operative Nick Stone.Desperate to gain American citizenship and start a new life with the woman he loves, Nick Stone agrees to do one last job for the CIA. He must infiltrate an Arab republic, kill a money-laundering local businessman, and bring back gruesome proof of his death. He doesn’t know why, and he doesn’t care. Too late, Stone realizes the truth about his real mission — which has only just begun.In the shadowy French underworld, he’s caught in the deep end of a very dirty war against al-Qaeda operatives. And as one bloody twist leads to another, Stone soon finds himself on his deadliest assignment yet — and confronted by the most lethal dilemma a man could face.. . ."
The Wonder,Emma Donoghue,Ireland,3.62,"['Historical Fiction', 'Fiction', 'Mystery', 'Historical', 'Ireland', 'Audiobook', 'Adult', 'Adult Fiction', 'Religion', 'Literary Fiction']",English,w,"The Irish Midlands, 1859. An English nurse, Lib Wright, is summoned to a tiny village to observe what some are claiming as a medical anomaly or a miracle - a girl said to have survived without food for months. Tourists have flocked to the cabin of eleven-year-old Anna O'Donnell, and a journalist has come down to cover the sensation. The Wonder is a tale of two strangers who transform each other's lives, a psychological thriller, and a story of love pitted against evil."
A Life,Silvia Arnie,France,3.32,['Romance'],Indonesian,w,"Dilihat dari mana pun, Lunna dan Ginna sangat bertolak belakang. Tapi mereka mencintai cowok yang sama: Roland. Alias Sandy. Atau entah alias siapa lagi, tapi yang jelas cowok itu brengsek. Dan berani menduakan mereka. Dan pantas ditinggalkan. Hhhh... nyebelin banget, kan?Tapi toh, selalu ada hikmah di balik semuanya. Sebab siapa sih yang nyangka, dua cewek yang ketemu lewat peristiwa menyakitkan hati itu akhirnya bisa bersahabat? Dan saling mendukung, membantu yang lain melewati masa-masa sulit setelah mereka dikhianati? Sampai akhirnya mereka bertemu cowok-cowok yang lebih layak menerima cinta mereka. Sampai mereka akhirnya sadar bahwa persahabatan lebih penting dari apapun juga."
The Pagan Lord,Bernard Cornwell,United Kingdom,4.33,"['Historical Fiction', 'Fiction', 'Historical', 'Medieval', 'British Literature', 'Fantasy', 'War', 'Adventure', 'Audiobook', 'Novels']",English,m,"Bernard Cornwell-who ""is at his enthralling best conveying . . . one of the defining periods of English history"" (Wall Street Journal)-returns to his epic Saxon Tales saga with this dramatic story of divided loyalties, bloody battles, and the struggle to unite Britain At the onset of the tenth century, England is in turmoil. Alfred the Great is dead and Edward his son reigns as king. Wessex survives but peace cannot hold: the Danes in the north, led by Viking Cnut Longsword, stand ready to invade and will never rest until the emerald crown is theirs.Uhtred, once Alfred's great warrior but now out of favor with the new king, must lead a band of outcasts north to recapture his old family home, that great Northumbrian fortress, Bebbanburg.Loyalties will be divided and men will fall, as every Saxon kingdom is drawn into the bloodiest battle yet with the Danes; a war which will decide the fate of every king, and the entire English nation.With The Pagan Lord, New York Times bestselling author Bernard Cornwell-""the reigning king of historical fiction"" (USA Today)-continues his magnificent epic of the making of England during the Middle Ages, vividly bringing to life the uneasy alliances, bloody battles, and deadly intrigue that gave birth to the British nation."
The Four Winds,Kristin Hannah,United States,4.33,"['Historical Fiction', 'Fiction', 'Historical', 'Adult', 'Adult Fiction', 'Chick Lit', 'Womens Fiction', 'Novels']",,w,"From the #1 New York Times bestselling author of The Nightingale and The Great Alone comes an epic novel of love and heroism and hope, set against the backdrop of one of America’s most defining eras—the Great Depression.Texas, 1934. Millions are out of work and a drought has broken the Great Plains. Farmers are fighting to keep their land and their livelihoods as the crops are failing, the water is drying up, and dust threatens to bury them all. One of the darkest periods of the Great Depression, the Dust Bowl era, has arrived with a vengeance.  In this uncertain and dangerous time, Elsa Martinelli—like so many of her neighbors—must make an agonizing choice: fight for the land she loves or go west, to California, in search of a better life. The Four Winds is an indelible portrait of America and the American Dream, as seen through the eyes of one indomitable woman whose courage and sacrifice will come to define a generation."
Zero,Ignácio de Loyola Brandão,Austria,3.91,"['Brazil', 'Literature', 'Latin American', 'Novels', '20th Century', 'Banned Books']",English,m,"Against a backdrop of political corruption Jose lives an ordinary life, working a dead-end job catching mice in a dingy movie theater. Everything changes when he meets his wife Rosa thanks to the help of the Happy Heart Marriage Agency. They seem to have an understanding: Jose isn't bothered by Rosa's dishonesty, extra weight, and fantastically promiscuous past; Rosa isn't too put off by Jose's clubbed foot, periodic blackouts, or lack of direction--she just wants a house. Pragmatic, Jose sets out to get the money necessary to make that possible. And in doing so, he manages to become a robber, sniper, and political subversive wanted by the government. Deploying fast-paced, short chapters in a number of styles, Brandao deftly presents an array of engaging characters and conflicts, vividly depicting the absurdity of a repressive political regime with exceptional daring and humor."
The Skin Collector,Jeffery Deaver,United States,3.96,"['Mystery', 'Thriller', 'Fiction', 'Crime', 'Mystery Thriller', 'Suspense', 'Detective', 'Audiobook', 'Adult', 'Adult Fiction']",English,m,"A new type of serial killer is stalking the streets of New York – one more devious and disturbing than ever before.They call this butcher The Skin Collector: a tattooist with a chamber of torture hidden deep underground. But instead of using ink to create each masterpiece, the artist uses a lethal poison which will render targets dead before they can even entertain the prospect of escape . . .Drafted in to investigate, NYPD detective Lincoln Rhyme and his associate Amelia Sachs have little to go on but a series of cryptic messages left etched into the skin of the deceased. As the pair struggle to discover the meaning behind the designs, they are led down a treacherous and twisting path where nothing is as it seems. And with the clock rapidly ticking before the killer strikes again, they must untangle the twisted web of clues before more victims – or they themselves – are next."
Close Your Eyes,Amanda Eyre Ward,Italy,3.44,"['Mystery', 'Fiction', 'Contemporary', 'Suspense', 'Audiobook', 'Adult', 'Thriller', 'Mystery Thriller', 'Chick Lit', 'Family']",English,m,"In Close Your Eyes, the author of the bestselling How to Be Lost spins another mesmerizing tale of buried family secrets.For most of her life, Lauren Mahdian has been certain of two things: that her mother is dead, and that her father is a murderer.Before the horrific tragedy, Lauren led a sheltered life in a wealthy corner of America, in a town outside Manhattan on the banks of Long Island Sound, a haven of luxurious homes, manicured lawns, and seemingly perfect families. Here Lauren and her older brother, Alex, thought they were safe.But one morning, six-year-old Lauren and eight-year-old Alex awoke after a night spent in their tree house to discover their mother’s body and their beloved father arrested for the murder.Years later, Lauren is surrounded by uncertainty. Her one constant is Alex, always her protector, still trying to understand the unraveling of his idyllic childhood. But Lauren feels even more alone when Alex reveals that he’s been in contact over the years with their imprisoned father—and that he believes he and his sister have yet to learn the full story of their mother’s death.Then Alex disappears. As Lauren is forced to peek under the floorboards of her carefully constructed memories, she comes to question the version of her history that she has clung to so fiercely. Lauren’s search for the truth about what happened on that fateful night so many years ago is a riveting tale that will keep readers feverishly turning pages."
Love,Toni Morrison,Ireland,3.76,"['Fiction', 'African American', 'Literary Fiction', 'Classics', 'Literature', 'Novels', 'Contemporary', 'African American Literature', 'Adult Fiction', 'American']",English,m,"Nobel Prize laureate Toni Morrison’s spellbinding new novel is a Faulknerian symphony of passion and hatred, power and perversity, color and class that spans three generations of black women in a fading beach town.In life, Bill Cosey enjoyed the affections of many women, who would do almost anything to gain his favor. In death his hold on them may be even stronger. Wife, daughter, granddaughter, employee, mistress: As Morrison’s protagonists stake their furious claim on Cosey’s memory and estate, using everything from intrigue to outright violence, she creates a work that is shrewd, funny, erotic, and heartwrenching."
Dark Water,Kōji Suzuki,United Kingdom,3.62,"['Horror', 'Short Stories', 'Fiction', 'Japan', 'Japanese Literature', 'Mystery', 'Thriller', 'Asia', 'Fantasy', 'Asian Literature']",English,m,"A haunting collection of short stories from Koji Suzuki, author of the smash thriller, Ring, which spawned the hit film and sequels. The first story in this collection has been adapted to film (Dark Water, Walter Salles), and another, ""Adrift"" is currently in production with Dimension Films."
Mistress,Anita Nair,United States; United States,3.61,"['India', 'Fiction', 'Indian Literature', 'Cultural', 'Romance', 'Literary Fiction', 'Womens', 'Chick Lit', 'Love', 'Roman']",English,m; m,"When travel writer Christopher Stewart arrives at a riverside resort in Kerala, India to meet Koman, Radha's uncle and a famous dancer, he enters a world of masks and repressed emotions. From their first meeting, both Radha and her uncle are drawn to the enigmatic young man with his cello and his incessant questions about the past. The triangle quickly excludes Shyam, Radha's husband, who can only watch helplessly as she embraces Chris with a passion that he has never been able to draw from her. Also playing the role of observer-participant is Koman; his life story, as it unfolds, captures all the nuances and contradictions of the relationships being made—and unmade—in front of his eyes."
Seduced,Melody Anne,Germany,4.14,"['Romance', 'Erotica', 'Contemporary Romance', 'Contemporary', 'BDSM', 'Erotic Romance', 'Adult', 'New Adult', 'Fiction', 'Suspense']",English,w,"At the end of Submit, Arianna Harlow had enough pride in herself to walk away from Rafe Palazzo, who had started their relationship using blackmail. Though she’d fallen in love with him, she was strong enough to say goodbye. We saw the softer side of Rafe, especially toward the end, but it was too late…Or was it?Seduced begins almost two years after Ari starts her new life. She is teaching at a community college, and when she asks the class whether they have any questions for her, Rafe is there and has only one: Will you go on a date with me?What is Ari’s answer? You’ll find out in the third installment of Melody Anne’s New York Times best-selling series, Surrender.Along with Ari’s story, we will see what happens when Shane and Lia become trapped together on an island when a tropical storm hits, and how the sparks will fly again.And we can’t forget about Rachel Palazzo, who isn’t looking for love, but finds it in a shocking way.This story continues the lives of Ari, Lia and Rachel. These three women are resilient, determined, and worth loving. The question is, whether the men in their lives strong enough to keep them."
With,Donald Harington,Egypt,4.21,"['Fiction', 'Fantasy', 'Magical Realism', 'Animals', 'Novels']",English,m,"The newest novel of the master of Stay More, Harington's mythical village in the Arkansas Ozarks. A peaceable kingdom is created in isolation from a most bizarre abduction gone wrong."
Cousin Bette,Honoré de Balzac,France,3.85,"['Classics', 'Fiction', 'France', 'French Literature', '19th Century', 'Literature', 'Novels', 'Classic Literature', 'Historical Fiction', 'Literary Fiction']",English,m,"Poor, plain spinster Bette is compelled to survive on the condescending patronage of her socially superior relatives in Paris: her beautiful, saintly cousin Adeline, the philandering Baron Hulot and their daughter Hortense. Already deeply resentful of their wealth, when Bette learns that the man she is in love with plans to marry Hortense, she becomes consumed by the desire to exact her revenge and dedicates herself to the destruction of the Hulot family, plotting their ruin with patient, silent malice. Cousin Bette is a gripping tale of violent jealousy, sexual passion and treachery, and a brilliant portrayal of the grasping, bourgeois society of 1840's Paris. The culmination of the Comedie humaine, Balzac's epic chronicle of his times, it is one of his greatest triumphs as a novelist."
Ripper,Stefan Petrucha,Chile,3.92,"['Mystery', 'Historical Fiction', 'Young Adult', 'Historical', 'Steampunk', 'Fiction', 'Crime', 'Thriller', 'Teen', 'Adventure']",English,w,"You thought you knew him. You were dead wrong.Carver Young dreams of becoming a detective, despite growing up in an orphanage with only crime novels to encourage him. But when he is adopted by Detective Hawking of the world famous Pinkerton Agency, Carver is given not only the chance to find his biological father, he finds himself smack in the middle of a real life investigation: tracking down a vicious serial killer who has thrown New York City into utter panic. When the case begins to unfold, however, it’s worse than he could have ever imagined, and his loyalty to Mr. Hawking and the Pinkertons comes into question. As the body count rises and the investigation becomes dire, Carver must decide where his true loyalty lies.Full of whip-smart dialogue, kid-friendly gadgets, and featuring a then New York City Police Commisioner Teddy Roosevelt, Ripper challenges everything you thought you knew about the world’s most famous serial killer."
Clay,David Almond,Bulgaria,3.39,"['Young Adult', 'Fantasy', 'Horror', 'Fiction', 'Childrens', 'Teen', 'Retellings', 'Paranormal', 'Supernatural', 'Novels']",English,w,"Fourteen-year-old Davie and his best friend, Geordie, are altar boys at their local Catholic Church. They’re full of mischief, but that all changes when Stephen Rose comes to town. Father O’Mahoney thinks it would be a good idea for Davie and Geordie to befriend him—maybe some of their good nature will rub off on this unhappy soul. But it’s Stephen who sees something special in Davie.Stephen’s a gifted sculptor. One day as Davie looks on, Stephen brings a tiny figure to life. It’s a talent he has, the gift of creation—and he knows that Davie has this talent, too. Davie allows Stephen to convince him to help bring a life-size figure to life—and Clay is born. Clay is innocent, but Stephen has special plans for him.What has Davie helped to unleash on the world?"
Peace Talks,Jim Butcher,United States,4.22,"['Fantasy', 'Urban Fantasy', 'Fiction', 'Magic', 'Paranormal', 'Mystery', 'Audiobook', 'Vampires', 'Supernatural', 'Adult']",English,m,"Harry Dresden is back and ready for action, in the new entry in the #1 New York Times bestselling Dresden Files series. When the Supernatural nations of the world meet up to negotiate an end to ongoing hostilities, Harry Dresden, Chicago's only professional wizard, joins the White Council's security team to make sure the talks stay civil. But can he succeed, when dark political manipulations threaten the very existence of Chicago--and all he holds dear?Peace Talks is the sixteenth novel in the Dresden Files series and follows Harry’s adventures after the events of Skin Game."
Rickshaw Boy,Lao She,China,3.83,"['China', 'Fiction', 'Classics', 'Chinese Literature', 'Asia', 'Literature', 'Historical Fiction', 'Novels', 'Asian Literature', 'Historical']",English,m,"A beautiful new translation of beloved Chinese author Lao She's masterpiece of social realism, about the misadventures of a poor Beijing rickshaw driverFirst published in China in 1937, Rickshaw Boy is the story of Xiangzi, an honest and serious country boy who works as a rickshaw puller in Beijing. A man of simple needs whose greatest ambition is to one day own his own rickshaw, Xiangzi is nonetheless thwarted, time and again, in his attempts to improve his lot in life.One of the most important and popular works of twentieth-century Chinese literature, Rickshaw Boy is an unflinchingly honest, darkly comic look at a life on the margins of society and a searing indictment of the philosophy of individualism."
Rogues,"George R.R. Martin (Editor/Contributor), more…",United States; United States,3.89,"['Fantasy', 'Short Stories', 'Fiction', 'Anthologies', 'Science Fiction', 'Mystery', 'Science Fiction Fantasy', 'High Fantasy', 'Audiobook', 'Adventure']",English,m; m,"If you’re a fan of fiction that is more than just black and white, this latest story collection from #1 New York Times bestselling author George R.R. Martin and award-winning editor Gardner Dozois is filled with subtle shades of gray. Twenty-one all-original stories, by an all-star list of contributors, will delight and astonish you in equal measure with their cunning twists and dazzling reversals. And George R.R. Martin himself offers a brand-new A Game of Thrones tale chronicling one of the biggest rogues in the entire history of Ice and Fire.Follow along with the likes of Gillian Flynn, Joe Abercrombie, Neil Gaiman, Patrick Rothfuss, Scott Lynch, Cherie Priest, Garth Nix, and Connie Willis, as well as other masters of literary sleight-of-hand, in this rogues gallery of stories that will plunder your heart — and yet leave you all the richer for it.Contents:- Tough Times All Over by Joe Abercrombie (a Red Country story)- What Do You Do? (aka The Grownup) by Gillian Flynn- The Inn of the Seven Blessings by Matthew Hughes- Bent Twig by Joe R. Lansdale (a Hap and Leonard story)- Tawny Petticoats by Michael Swanwick- Provenance by David Ball- The Roaring Twenties by Carrie Vaughn- A Year and a Day in Old Theradane by Scott Lynch- Bad Brass by Bradley Denton- Heavy Metal by Cherie Priest- The Meaning of Love by Daniel Abraham- A Better Way to Die by Paul Cornell (a Jonathan Hamilton story)- Ill Seen in Tyre by Steven Saylor- A Cargo of Ivories by Garth Nix (a Sir Hereward and Mister Fitz story)- Diamonds From Tequila by Walter Jon Williams (a Dagmar story)- The Caravan to Nowhere by Phyllis Eisenstein (a Tales of Alaric the Minstrel story)- The Curious Affair of the Dead Wives by Lisa Tuttle- How the Marquis Got His Coat Back by Neil Gaiman (a Neverwhere story)- Now Showing by Connie Willis- The Lightning Tree by Patrick Rothfuss (a Kingkiller Chronicle story)- The Rogue Prince, or, A King’s Brother by George R.R. Martin (a Song of Ice and Fire story)"
Purity,Jonathan Franzen,United States,3.62,"['Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'Literature', 'American', 'Audiobook', 'Unfinished', 'The United States Of America', 'Adult Fiction']",English,m,"A magnum opus for our morally complex times from the author of FreedomYoung Pip Tyler doesn't know who she is. She knows that her real name is Purity, that she's saddled with $130,000 in student debt, that she's squatting with anarchists in Oakland, and that her relationship with her mother - her only family - is hazardous. But she doesn't have a clue who her father is, why her mother chose to live as a recluse with an invented name, or how she'll ever have a normal life. Enter the Germans. A glancing encounter with a German peace activist leads Pip to an internship in South America with The Sunlight Project, an organization that traffics in all the secrets of the world--including, Pip hopes, the secret of her origins. TSP is the brainchild of Andreas Wolf, a charismatic provocateur who rose to fame in the chaos following the fall of the Berlin Wall. Now on the lam in Bolivia, Andreas is drawn to Pip for reasons she doesn't understand, and the intensity of her response to him upends her conventional ideas of right and wrong. Purity is a grand story of youthful idealism, extreme fidelity, and murder. The author of The Corrections and Freedom has imagined a world of vividly original characters - Californians and East Germans, good parents and bad parents, journalists and leakers - and he follows their intertwining paths through landscapes as contemporary as the omnipresent Internet and as ancient as the war between the sexes. Purity is the most daring and penetrating book yet by one of the major writers of our time."
Blue,Joyce Moyer Hostetter,United States,4.32,"['Historical Fiction', 'Fiction', 'Young Adult', 'World War II', 'Middle Grade', 'Juvenile', 'Childrens', 'War', 'Historical', 'Read For School']",English,w,"With her father away at war to fight Hitler, a young girl gains strength by joining her community in battling polio in this Parents' Choice Silver Honor Book based on the 1944 epidemic and the ""Miracle of Hickory"" Hospital in Hickory, North Carolina. Ann Fay Honeycutt accepts the role of ""man of the house"" when her father leaves because she wants to do her part for the war. She's doing well with the extra responsibilities when a frightening polio epidemic strikes, crippling many local children. Her town of Hickory responds by creating an emergency hospital in three days. Ann Fay reads each issue of the newspaper for the latest news of the epidemic. But soon she discovers for herself just how devastating polio can be. As her challenges grow, so does her resourcefulness. In the face of tragedy, Ann Fay discovers her ability to move forward. She experiences the healing qualities of friendship and explores the depths of her own faithfulness to those she loves—even to one she never expected to love at all."
Lost Girls,Andrew Pyper,Italy,3.23,"['Mystery', 'Fiction', 'Horror', 'Canada', 'Thriller', 'Crime', 'Suspense', 'Mystery Thriller', 'Canadian Literature', 'Novels']",English,m,"Attorney Bartholomew Crane doesn't belong in the small town of Murdoch. And the town of Murdoch doesn't want him there. Even Crane's client, a teacher accused of killing two girls, his own students, doesn't seem to care if Crane gets him off or not. But Bartholomew Crane has come to Murdoch to try his first murder case -- and he intends to win at all costs. That is, until the case takes an unexpected turn. For as Crane begins to piece together a defense for his client, he finds himself being drawn into a bizarre legend at the heart of the town's history -- a legend that is slowly coming alive before his eyes. Unnerved by visions he sees on Murdoch's dark streets, by the ringing of a telephone down the deserted hallway of his hotel, Crane is beginning to suspect that what is happening to him is happening for a reason. And that the two lost girls of Murdoch may be intricately tied to the town's shameful history ... and to a dark episode in his own long-forgotten past."
Maine,J. Courtney Sullivan,United States,3.38,"['Fiction', 'Chick Lit', 'Contemporary', 'Adult Fiction', 'Audiobook', 'Adult', 'Family', 'Catholic', 'Novels', 'Literary Fiction']",English,w,"In her best-selling debut, Commencement, J. Courtney Sullivan explored the complicated and contradictory landscape of female friendship. Now, in her highly anticipated second novel, Sullivan takes us into even richer territory, introducing four unforgettable women who have nothing in common but the fact that, like it or not, they’re family.For the Kellehers, Maine is a place where children run in packs, showers are taken outdoors, and old Irish songs are sung around a piano. Their beachfront property, won on a barroom bet after the war, sits on three acres of sand and pine nestled between stretches of rocky coast, with one tree bearing the initials “A.H.” At the cottage, built by Kelleher hands, cocktail hour follows morning mass, nosy grandchildren snoop in drawers, and decades-old grudges simmer beneath the surface.As three generations of Kelleher women descend on the property one summer, each brings her own hopes and fears. Maggie is thirty-two and pregnant, waiting for the perfect moment to tell her imperfect boyfriend the news; Ann Marie, a Kelleher by marriage, is channeling her domestic frustration into a dollhouse obsession and an ill-advised crush; Kathleen, the black sheep, never wanted to set foot in the cottage again; and Alice, the matriarch at the center of it all, would trade every floorboard for a chance to undo the events of one night, long ago.By turns wickedly funny and achingly sad, Maine unveils the sibling rivalry, alcoholism, social climbing, and Catholic guilt at the center of one family, along with the abiding, often irrational love that keeps them coming back, every summer, to Maine and to each other."
Homer & Langley,E.L. Doctorow,United States,3.62,"['Fiction', 'Historical Fiction', 'New York', 'Historical', 'Literature', 'Literary Fiction', 'American', 'Contemporary', 'Adult Fiction', 'Novels']",English,m,"From Ragtime and Billy Bathgate to The Book of Daniel, World’s Fair, and The March, the novels of E. L. Doctorow comprise one of the most substantive achievements of modern American fiction. Now, with Homer & Langley, this master novelist has once again created an unforgettable work.Homer and Langley Collyer are brothers – the one blind and deeply intuitive, the other damaged into madness, or perhaps greatness, by mustard gas in the Great War. They live as recluses in their once grand Fifth Avenue mansion, scavenging the city streets for things they think they can use, hoarding the daily newspapers as research for Langley’s proposed dateless newspaper whose reportage will be as prophecy. Yet the epic events of the century play out in the lives of the two brothers – wars, political movements, technological advances – and even though they want nothing more than to shut out the world, history seems to pass through their cluttered house in the persons of immigrants, prostitutes, society women, government agents, gangsters, jazz musicians... and their housebound lives are fraught with odyssean peril as they struggle to survive and create meaning for themselves. Brilliantly conceived, gorgeously written, this mesmerizing narrative, a free imaginative rendering of the lives of New York’s fabled Collyer brothers, is a family story with the resonance of myth, an astonishing masterwork unlike any that have come before from this great writer."
Miller's Valley,Anna Quindlen,United States,3.87,"['Fiction', 'Historical Fiction', 'Coming Of Age', 'Literary Fiction', 'Adult Fiction', 'Contemporary', 'Family', 'Novels', 'Adult', 'Audiobook']",English,w,"Filled with insights that are hallmarks of Anna Quindlen’s bestsellers, this extraordinary novel is about a woman coming of age, as she unearths secrets about her family and her town, and surprising truths about herself.For generations the Millers have lived in Miller’s Valley. Mimi Miller tells about her life with intimacy and honesty. As Mimi eavesdrops on her parents and quietly observes the people around her, she discovers more and more about the toxicity of family secrets, the dangers of gossip, the flaws of marriage, the inequalities of friendship and the risks of passion, loyalty, and love. Home, as Mimi begins to realize, can be “a place where it’s just as easy to feel lost as it is to feel content.”  Miller’s Valley is a masterly study of family, memory, loss, and, ultimately, discovery, of finding true identity and a new vision of home. As Mimi says, “No one ever leaves the town where they grew up, even if they go.” Miller’s Valley reminds us that the place where you grew up can disappear, and the people in it too, but all will live on in your heart forever.Length: 8 hrs and 8 mins"
Casting Off,Elizabeth Jane Howard,United Kingdom,4.28,"['Fiction', 'Historical Fiction', 'Historical', 'British Literature', 'World War II', 'Novels', 'Classics', 'Family', '20th Century', 'War']",English,w,"The long-awaited final volume of Howard's superb quartet of novels that chronicles the lives of an extended family. With the excitement of VE Day come and gone, England remains locked in the drab grip of deprivation. Against this backdrop of a crumbling empire, a number of startling events unfolds, including deaths, weddings, a shattering pregnancy, and divorces."
Hope to Die,Lawrence Block,United States,3.9,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Detective', 'Noir', 'Mystery Thriller', 'Audiobook', 'American', 'New York']",English,m,"The city caught its collective breath when upscale couple Byrne and Susan Hollander were slaughtered in a brutal home invasion. Now, a few days later, the killers themselves have turned up dead behind the locked door of a Brooklyn hellhole -- one apparently slain by his partner in crime who then took his own life.There's something drawing Matthew Scudder to this case that the cops have quickly and eagerly closed: a nagging suspicion that a third man is involved, a cold, diabolical puppet master who manipulates his two accomplices, then cuts their strings when he's done with them. No one but Scudder even suspects he exists. And his worst fear is that the guy is just getting started ..."
Confusion,Elizabeth Jane Howard,United Kingdom,4.25,"['Fiction', 'Historical Fiction', 'British Literature', 'Historical', 'World War II', 'War', 'Novels', 'Classics', '20th Century', 'Family']",English,w,"In the third novel of England's Cazalet family, Elizabeth Howard moves through the dark, middle days of World War II to May 8, 1945, VE Day. Along the way, her beloved characters painfully come of age: Polly and Clary fall for the same man, Louise suffers childbirth alone, and Zoe conducts an affair with American airman."
Paradox,"Alex Archer (pseudonym), Victor Milán",United States,3.75,"['Fantasy', 'Adventure', 'Urban Fantasy', 'Fiction', 'Action', 'Mystery', 'Paranormal', 'Suspense', 'Archaeology', 'Thriller']",English,w,"Archaeologist Annja Creed reluctantly accepts an assignment on behalf of a covert arm of the U.S. Government. She is to lead an expedition to the top of Mount Ararat to find the truth about what is thought to be the remains of Noah’s Ark. But while she doubts the massive anomaly is really the Ark, she can’t help but wonder what is up there. Annja must escort a group of militant fundamentalists through civil unrest in eastern Turkey, but the impending war is nothing compared to the danger that lies hidden within the team. With lives at stake, Annja has no choice but to protect the innocent…and get them out of there alive. Legend says the Ark once saved mankind, but this time it could kill them all."
A Permanent Member of the Family,Russell Banks,United States,3.59,"['Short Stories', 'Fiction', 'Literary Fiction', 'Contemporary', 'American', 'The United States Of America']",English,m,"A masterly collection of new stories from Russell Banks, acclaimed author of The Sweet Hereafter and Rule of the Bone, which maps the complex terrain of the modern American familyThe New York Times lauds Russell Banks as ""the most compassionate fiction writer working today"" and hails him as a novelist who delivers ""wrenching, panoramic visions of American moral life."" Long celebrated for his unflinching, empathetic works that explore the unspoken but hard realities of contemporary culture, Banks now turns his keen intelligence and emotional acuity on perhaps his most complex subject yet: the shape of family in its many forms.Suffused with Banks's trademark lyricism and reckless humor, the twelve stories in A Permanent Member of the Family examine the myriad ways we try—and sometimes fail—to connect with one another, as we seek a home in the world. In the title story, a father looks back on the legend of the cherished family dog whose divided loyalties mirrored the fragmenting of his marriage. In ""Christmas Party,"" a young man entertains dark thoughts as he watches his newly remarried ex-wife leading the life he once imagined they would share. ""A Former Marine"" asks, to chilling effect, if one can ever stop being a parent. And in the haunting, evocative ""Veronica,"" a mysterious woman searching for her missing daughter may not be who she claims she is.Moving between the stark beauty of winter in upstate New York and the seductive heat of Florida, A Permanent Member of the Family charts with subtlety and precision the ebb and flow of both the families we make for ourselves and the ones we're born into, as it asks how we know the ones we love and, in turn, ourselves. One of our most acute and penetrating authors, Banks's virtuosic writing animates stories that are profoundly humane, deeply—and darkly—funny, and absolutely unforgettable.Russell Banks is one of America's most prestigious fiction writers, a past president of the International Parliament of Writers, and a member of the American Academy of Arts and Letters. His work has been translated into twenty languages and has received numerous prizes and awards, including the Commonwealth Writers' Prize. He lives in upstate New York and Miami, Florida."
To Live,Yu Hua,China,4.32,"['Fiction', 'China', 'Historical Fiction', 'Asia', 'Chinese Literature', 'Literature', 'Novels', 'Classics', 'Asian Literature', 'Historical']",English,m,"From the author of Brothers and China in Ten Words this celebrated contemporary classic of Chinese literature was also adapted for film by Zhang Yimou. This searing novel, originally banned in China but later named one of that nation's most influential books, portrays one man's transformation from the spoiled son of a landlord to a kindhearted peasant. After squandering his family's fortune in gambling dens and brothels, the young, deeply penitent Fugui settles down to do the honest work of a farmer. Forced by the Nationalist Army to leave behind his family, he witnesses the horrors and privations of the Civil War, only to return years later to face a string of hardships brought on by the ravages of the Cultural Revolution. Left with an ox as the companion of his final years, Fugui stands as a model of gritty authenticity, buoyed by his appreciation for life in this narrative of humbling power."
